# ungefähr 20 % der Original-Daten 
# Quelle: https://www.kaggle.com/datasets/wspirat/poland-used-cars-offers/data
# nachbearbeitet
Marke,Modell,Preis [Zloty],Kilometerstand [km],Getriebe,Hubraum [cm3],Kraftstoff,Stadt,Region,Jahr,Alter
bmw,BMW Seria 5 530d xDrive mHEV M Sport sport,245800.0,18000,Automatik,1998.0,Benzin,Warszawa,Mazowieckie,2022,2
volkswagen,Volkswagen Polo 1.0 (Blue Motion Technology) Comfortline,47700.0,95000,Schaltwagen,1422.0,Diesel,Bielsko-Biała,Śląskie,2016,8
mercedes-benz,Mercedes-Benz SL AMG 55 4Matic+ AMG SPEEDSHIFT MCT 9G,919000.0,1,Automatik,5980.0,Benzin,Łódź,Łódzkie,2023,1
volkswagen,Volkswagen Passat,24500.0,120000,Schaltwagen,1390.0,Benzin,Dąbrowa Górnicza,Śląskie,2010,14
bmw,BMW M4 Cabrio DKG,258000.0,121000,Automatik,2993.0,Diesel,Łęczyca,Łódzkie,2019,5
bmw,BMW Seria 3 320i,233300.0,5,Automatik,1998.0,Benzin,Łódź,Łódzkie,2023,1
renault,Renault Megane,26900.0,97900,Schaltwagen,1598.0,Diesel,Ryki,Lubelskie,2015,9
honda,Honda Jazz 1.2 LS,8999.0,116000,Schaltwagen,1246.0,Benzin,Gorzów Wielkopolski,Lubuskie,2008,16
opel,Opel Meriva 1.4 T Cosmo,19999.0,206000,Schaltwagen,1398.0,Benzin,Jastrzębie-Zdrój,Śląskie,2010,14
renault,Renault Megane 2.0 16V TCE Privilege,28989.0,135000,Schaltwagen,1149.0,Benzin,Czerwonak,Wielkopolskie,2010,14
bmw,BMW i3 94 Ah,99500.0,158000,Automatik,1995.0,Diesel,Bielsko-Biała,Śląskie,2018,6
toyota,Toyota Prius,44900.0,163000,Automatik,1798.0,Benzin,Kępno,Wielkopolskie,2015,9
opel,Opel Vivaro,40000.0,146000,Schaltwagen,1364.0,Benzin,Sochaczew,Mazowieckie,2010,14
toyota,Toyota Auris,80500.0,31240,Automatik,1987.0,hybrid,Siedlce,Mazowieckie,2019,5
opel,Opel Insignia 1.5 T Enjoy S&S,74900.0,76739,Schaltwagen,999.0,Benzin,Opole,Opolskie,2017,7
opel,Opel Astra IV 1.7 CDTI Cosmo,22900.0,155970,Schaltwagen,1364.0,Benzin,Lwówek Śląski,Dolnośląskie,2013,11
fiat,Fiat Doblo,30750.0,180000,Schaltwagen,1248.0,Diesel,Gliwice,Śląskie,2011,13
volkswagen,Volkswagen Tiguan 2.0 TDI DPF 4Motion BlueMotion Technology DSG Cup Track & Style,65900.0,174328,Automatik,1968.0,Diesel,Krotoszyn,Wielkopolskie,2014,10
volkswagen,Volkswagen Multivan 2.0 BiTDI L1 Business 4Motion DSG,135000.0,64900,Automatik,1968.0,Diesel,Oborniki,Wielkopolskie,2019,5
bmw,BMW Seria 5 530d M Sport sport,175000.0,76000,Automatik,1998.0,Benzin,Kielce,Świętokrzyskie,2019,5
renault,Renault Austral 1.3 TCe mHEV Techno Esprit Alpine,172000.0,1,Automatik,1332.0,Benzin,Ostrołęka,Mazowieckie,2023,1
opel,Opel Crossland X 1.2 T Design Line S&S,39000.0,222000,Automatik,1956.0,Diesel,Pleszew,Wielkopolskie,2017,7
nissan,Nissan Patrol,29900.0,23150,Schaltwagen,2494.0,Diesel,Śrem,Wielkopolskie,1996,28
hyundai,Hyundai I30 1.0 T-GDI Modern,82800.0,10,Schaltwagen,1482.0,Benzin,Swarzędz,Wielkopolskie,2023,1
bmw,BMW Seria 3 318i Sport Line,109900.0,25700,Automatik,2998.0,Diesel,Poznań,Wielkopolskie,2022,2
kia,Kia Sportage 1.6 GDI Business Line 2WD,39999.0,210000,Schaltwagen,1685.0,Diesel,Człuchów,Pomorskie,2012,12
opel,Opel Insignia 2.0 CDTI Sports Tourer,26500.0,151000,Schaltwagen,1229.0,Benzin,Szymbark,Pomorskie,2011,13
volkswagen,Volkswagen Sharan 2.0 TDI DSG BlueMotion Technology Comfortline,52600.0,395390,Automatik,1968.0,Diesel,Trzebiatów,Zachodniopomorskie,2011,13
toyota,Toyota Corolla,89800.0,191500,Automatik,1798.0,hybrid,Nowy Tomyśl,Wielkopolskie,2016,8
volkswagen,Volkswagen Golf,42900.0,190000,Schaltwagen,1968.0,Diesel,Ostrów Mazowiecka,Mazowieckie,2013,11
bmw,BMW Seria 3 320d M Sport,114900.0,60051,Automatik,2993.0,Diesel,Wągrowiec,Wielkopolskie,2019,5
nissan,Nissan Qashqai 1.6 360,35900.0,125000,Schaltwagen,1598.0,Diesel,Kłobuck,Śląskie,2012,12
renault,Renault Fluence 2.0 16V Sport Way,27000.0,199658,Schaltwagen,1397.0,Benzin,Wieluń,Łódzkie,2011,13
mercedes-benz,Mercedes-Benz GLB 250 4-Matic AMG Line 8G-DCT,169900.0,179000,Automatik,1461.0,Diesel,Józefów,Mazowieckie,2020,4
smart,Smart Forfour passion,10400.0,172000,Schaltwagen,599.0,Benzin,Jarosław,Podkarpackie,2003,21
mercedes-benz,Mercedes-Benz Klasa C,11900.0,235000,Automatik,3997.0,Diesel,Dobra,Łódzkie,2006,18
bmw,BMW X7 M50i sport,479900.0,190000,Automatik,2993.0,Diesel,Warszawa,Mazowieckie,2016,8
kia,Kia Sportage,63800.0,226730,Automatik,2199.0,Diesel,Łajski,Mazowieckie,2012,12
renault,Renault Megane 1.3 TCe FAP GT Line,79900.0,40250,Schaltwagen,898.0,Benzin,Słupca,Wielkopolskie,2017,7
renault,Renault Wind 1.6 16V 130 Gordini,33333.0,190000,Schaltwagen,1397.0,Benzin,Oława,Dolnośląskie,2011,13
seat,Seat Leon 1.6 TDI Reference,39900.0,176352,Schaltwagen,1598.0,Diesel,Kędzierzyn-Koźle,Opolskie,2011,13
kia,Kia Shuma II 1.6 LS (alf),2900.0,110500,Schaltwagen,1086.0,Benzin,Poręba,Śląskie,2004,20
bmw,BMW Seria 5,42500.0,137000,Automatik,1995.0,Diesel,Kobierzyce,Dolnośląskie,2014,10
volvo,Volvo V70 D Summum,19900.0,284233,Schaltwagen,2401.0,Diesel,Ostrzeszów,Wielkopolskie,2005,19
ford,Ford Kuga 1.5 EcoBoost FWD Trend ASS,79900.0,49000,Schaltwagen,998.0,Benzin,Warszawa,Mazowieckie,2019,5
opel,Opel Astra 1.3 CDTI DPF ecoFLEX Sports Tourer Edition,21800.0,139676,Schaltwagen,1364.0,Benzin,Inowrocław,Kujawsko-pomorskie,2013,11
bmw,BMW X5,24000.0,297000,Automatik,2979.0,Benzin,Strupin Łanowy,Lubelskie,2004,20
opel,Opel Meriva 1.7 CDTI Cosmo,8900.0,239480,Schaltwagen,1995.0,Diesel,Straszyn,Pomorskie,2007,17
ford,Ford S-Max 2.0 TDCi Platinium X,27900.0,140000,Schaltwagen,998.0,Benzin,Celiny,Świętokrzyskie,2014,10
mercedes-benz,Mercedes-Benz Klasa V 250 d Avantgarde 9G-Tronic (ekstra d³),310518.0,27163,Automatik,1332.0,Benzin,Warszawa,Mazowieckie,2021,3
alfa-romeo,Alfa Romeo Giulietta 1.4 TB MultiAir Distinctive,32500.0,290000,Schaltwagen,1368.0,Benzin,Niedary,Małopolskie,2010,14
opel,Opel Zafira 1.7 CDTI Sport,17900.0,243000,Schaltwagen,1686.0,Diesel,Niemcza,Dolnośląskie,2009,15
toyota,Toyota C-HR,119900.0,57013,Automatik,2487.0,Benzin,Wrocław,Dolnośląskie,2021,3
volkswagen,Volkswagen Polo,28600.0,252503,Schaltwagen,1968.0,Diesel,Tarnów,Małopolskie,2011,13
ford,Ford Focus,54900.0,49395,Schaltwagen,2300.0,Benzin,Swadzim,Wielkopolskie,2017,7
dodge,Dodge RAM,37000.0,198600,Automatik,4701.0,Benzin+LPG,Legnica,Dolnośląskie,2003,21
ford,Ford S-Max,25000.0,208400,Schaltwagen,998.0,Benzin,Piaseczno,Mazowieckie,2013,11
opel,Opel Corsa 1.2 16V (ecoFLEX) Edition,21800.0,184000,Schaltwagen,1598.0,Benzin,Brzeziny,Łódzkie,2010,14
opel,Opel Astra III 1.7 CDTI,22700.0,189000,Schaltwagen,1598.0,Benzin,Chojnów,Dolnośląskie,2011,13
bmw,BMW X6 xDrive40d mHEV,515300.0,20,Automatik,2993.0,Benzin,Katowice,Śląskie,2023,1
ford,Ford Fiesta 1.4 Platinium X,22900.0,169000,Schaltwagen,1997.0,Diesel,Humniska,Podkarpackie,2013,11
mercedes-benz,Mercedes-Benz CL 500 4-Matic BlueEff,149000.0,239000,Automatik,4663.0,Benzin,Żary,Lubuskie,2011,13
bmw,BMW Seria 1 118d,69987.0,56000,Automatik,4395.0,Benzin,Nowy Sącz,Małopolskie,2019,5
toyota,Toyota Land Cruiser,20000.0,239000,Automatik,1794.0,Benzin,Polanica-Zdrój,Dolnośląskie,2004,20
renault,Renault Scenic,14700.0,251000,Automatik,3498.0,Benzin+LPG,Poręba,Śląskie,2009,15
seat,Seat Ibiza 1.0 EcoTSI FR Start/Stop,32900.0,59600,Schaltwagen,1498.0,Benzin,Miedziana Góra,Świętokrzyskie,2019,5
nissan,Nissan Patrol GR 2.8 TD SG,54990.0,288000,Schaltwagen,2826.0,Diesel,Wałbrzych,Dolnośląskie,1998,26
opel,Opel Insignia 1.8 Edition,28500.0,153180,Schaltwagen,1398.0,Benzin,Ruda Śląska,Śląskie,2010,14
skoda,Skoda Octavia,19900.0,362598,Automatik,2771.0,Benzin,Wrocław,Dolnośląskie,2005,19
volvo,Volvo,169900.0,55317,Automatik,1969.0,Benzin,Gdynia,Pomorskie,2020,4
bmw,BMW Seria 3 318d Luxury Line,43500.0,199900,Automatik,1995.0,Diesel,Kępno,Wielkopolskie,2019,5
toyota,,164900.0,122781,Automatik,1798.0,hybrid,Długołęka,Dolnośląskie,2018,6
nissan,Nissan Note 1.5 dCi Acenta,18900.0,141504,Schaltwagen,1461.0,Diesel,Puławy,Lubelskie,2013,11
toyota,Toyota Proace City Verso,129900.0,3480,Schaltwagen,1490.0,Benzin,Sulejówek,Mazowieckie,2022,2
toyota,Toyota Corolla,66500.0,125400,Automatik,3456.0,Benzin+LPG,Skierniewice,Łódzkie,2016,8
volvo,Volvo V40 D2 Drive-E Momentum,62999.0,112728,Schaltwagen,1984.0,Diesel,Zawiercie,Śląskie,2015,9
renault,Renault Megane 1.5 dCi Bose,34900.0,156000,Schaltwagen,1397.0,Benzin,Wągrowiec,Wielkopolskie,2010,14
opel,Opel Astra 1.4 Turbo Cosmo,29900.0,168000,Schaltwagen,1796.0,Benzin,Sochaczew-Wieś,Mazowieckie,2012,12
volkswagen,Volkswagen Golf V 1.9 TDI DPF Sportline DSG,21900.0,223510,Automatik,1968.0,Diesel,Suwałki,Podlaskie,2009,15
volkswagen,Volkswagen Tiguan 2.0 TDI BMT SCR Comfortline DSG,114900.0,105245,Automatik,1984.0,Benzin,Długołęka,Dolnośląskie,2018,6
bmw,BMW Seria 5 520d xDrive Luxury Line,179500.0,25000,Automatik,1998.0,Benzin,Bielany Wrocławskie,Dolnośląskie,2018,6
toyota,Toyota Yaris 1.0 Active,46799.0,59695,Schaltwagen,1197.0,Benzin,Łajski,Mazowieckie,2016,8
peugeot,Peugeot 5008 1.2 PureTech GT S&S,96900.0,97003,Schaltwagen,1499.0,Diesel,Ostrów Wielkopolski,Wielkopolskie,2019,5
volvo,Volvo C40 P8 Recharge AWD Ultimate,307750.0,10,Automatik,1969.0,Benzin,Baranowo,Wielkopolskie,2022,2
opel,Opel Corsa 1.4 16V Satellite,18900.0,212500,Schaltwagen,1598.0,Benzin,Warszawa,Mazowieckie,2010,14
peugeot,Peugeot 207,6700.0,212035,Schaltwagen,1997.0,Diesel,Włocławek,Kujawsko-pomorskie,2005,19
nissan,Nissan Patrol GR 2.8 TDI,80000.0,23150,Schaltwagen,2494.0,Diesel,Wieprz,Małopolskie,1996,28
mercedes-benz,Mercedes-Benz AMG GT R,699900.0,314000,Automatik,2143.0,Diesel,Warszawa,Mazowieckie,2015,9
bmw,BMW X1 xDrive20d,44900.0,165597,Automatik,1997.0,Benzin,Płock,Mazowieckie,2014,10
honda,Honda Civic 2.0 T Type-R,200000.0,16700,Schaltwagen,1996.0,Benzin,Dobieszowice,Śląskie,2020,4
toyota,Toyota C-HR,130000.0,1658,Automatik,998.0,Benzin,Komorniki,Wielkopolskie,2022,2
bmw,BMW Seria 4 420d Coupe xDrive,228500.0,90381,Automatik,1499.0,Benzin,Warszawa,Mazowieckie,2021,3
bmw,BMW M5,299999.0,69000,Automatik,1995.0,Diesel,Kluczewsko,Świętokrzyskie,2018,6
opel,Opel Astra V 1.6 CDTI Enjoy,36900.0,88000,Schaltwagen,1499.0,Diesel,Sędziszów Małopolski,Podkarpackie,2019,5
kia,Kia Ceed Cee'd 1.6 CRDi L Business Line,44900.0,202000,Schaltwagen,1582.0,Diesel,Ostrów Mazowiecka,Mazowieckie,2016,8
land-rover,Land Rover Range Rover Evoque 2.0 D150 mHEV R-Dynamic,96800.0,34650,Automatik,1999.0,Diesel,Żyrardów,Mazowieckie,2018,6
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Perfectline R-Style DSG,59500.0,271000,Automatik,1968.0,Diesel,Przeginia,Małopolskie,2014,10
volkswagen,Volkswagen Passat Variant 2.0 TDI SCR DSG 4Motion Elegance,35900.0,157902,Automatik,1798.0,Benzin,Tomaszów Mazowiecki,Łódzkie,2018,6
opel,Opel Insignia 1.5 T Innovation S&S Eco,75700.0,143000,Schaltwagen,,Benzin,Bydgoszcz,Kujawsko-pomorskie,2019,5
opel,Opel Meriva 1.7 CDTI Cosmo,20500.0,124300,Schaltwagen,1398.0,Benzin,Rusinów,Mazowieckie,2012,12
ford,Ford Mondeo,34900.0,141000,Automatik,1997.0,Diesel,Kutno,Łódzkie,2014,10
hyundai,Hyundai i20 1.0 T-GDI Active DCT,55900.0,158600,Automatik,1582.0,Diesel,Gdańsk,Pomorskie,2015,9
volvo,Volvo V90 D5 SCR AWD Inscription,169950.0,149000,Automatik,1969.0,Benzin,Gdynia,Pomorskie,2016,8
opel,Opel Insignia 1.6 T Cosmo,32900.0,293300,Schaltwagen,1956.0,Diesel,Orneta,Warmińsko-mazurskie,2010,14
ford,Ford Kuga 2.0 TDCi AWD ST-Line,75900.0,101000,Schaltwagen,1997.0,Diesel,Ostrołęka,Mazowieckie,2018,6
jeep,Jeep Renegade,84850.0,36500,Automatik,5654.0,Benzin,Andrychów,Małopolskie,2020,4
opel,Opel Astra 1.6 Active,10900.0,220751,Schaltwagen,2405.0,Benzin+LPG,Bodzanów,Małopolskie,2008,16
peugeot,Peugeot 207 1.6 Turbo Sport,9300.0,320002,Schaltwagen,1560.0,Diesel,Warszawa,Mazowieckie,2005,19
volkswagen,Volkswagen Tiguan 1.4 TSI 4Mot Track&Field,36988.0,251500,Schaltwagen,1598.0,Benzin,Brodnica,Kujawsko-pomorskie,2005,19
volkswagen,Volkswagen Tiguan 2.0 TDI 4Mot Track&Field,34000.0,161000,Schaltwagen,1197.0,Benzin,Łódź,Łódzkie,2013,11
renault,Renault Megane 1.6 16V 110 Dynamique,19500.0,234455,Schaltwagen,1461.0,Diesel,Jaworzno,Śląskie,2011,13
volvo,Volvo S60 T6 AWD Summum,32000.0,210000,Automatik,1969.0,Benzin,Wrocław,Dolnośląskie,2014,10
ford,Ford Mondeo Turnier 2.0 TDCi Titanium,39900.0,144697,Schaltwagen,998.0,Benzin,Wołomin,Mazowieckie,2012,12
opel,Opel Astra III 1.4 Enjoy,9990.0,247000,Schaltwagen,1870.0,Diesel,Sochaczew,Mazowieckie,2005,19
toyota,Toyota Corolla,76850.0,50500,Schaltwagen,1496.0,Benzin,Szczecin,Zachodniopomorskie,2020,4
bmw,BMW X4 xDrive20d M Sport sport,269999.0,1,Automatik,1995.0,Diesel,Warszawa,Mazowieckie,2023,1
kia,Kia Stinger 3.3 T-GDI V6 GT AWD,164900.0,78798,Automatik,1995.0,Diesel,Kraków,Małopolskie,2019,5
opel,Opel Astra,41900.0,151567,Schaltwagen,1598.0,Diesel,Kraków,Małopolskie,2016,8
ford,Ford Grand C-MAX,34900.0,232040,Schaltwagen,1560.0,Diesel,Częstochowa,Śląskie,2014,10
peugeot,Peugeot 308,15850.0,170600,Schaltwagen,1997.0,Benzin,Żywiec,Śląskie,2008,16
audi,Audi Q5 35 TDI mHEV S tronic,189659.0,40000,Automatik,3956.0,Diesel,Warszawa,Mazowieckie,2020,4
volkswagen,Volkswagen Golf VIII 1.0 TSI,108000.0,88200,Schaltwagen,1498.0,Benzin,Radom,Mazowieckie,2020,4
volvo,Volvo S70,12900.0,260000,Schaltwagen,2400.0,Benzin,Stargard Szczeciński,Zachodniopomorskie,1999,25
opel,Opel Astra,39850.0,121372,Schaltwagen,1598.0,Diesel,Poznań,Wielkopolskie,2016,8
renault,Renault Kangoo 1.5 dCi Business,47500.0,120000,Schaltwagen,1461.0,Diesel,Zagórz,Podkarpackie,2018,6
peugeot,Peugeot 207,15900.0,165624,Schaltwagen,1598.0,Benzin,Częstochowa,Śląskie,2008,16
renault,Renault Scenic 1.5 dCi Alize,13999.0,199747,Schaltwagen,1995.0,Diesel,Września,Wielkopolskie,2013,11
opel,Opel Vectra 2.0 T Cosmo,14500.0,365000,Schaltwagen,1910.0,Diesel,Koszalin,Zachodniopomorskie,2007,17
volvo,Volvo XC 60,43900.0,173000,Schaltwagen,1969.0,Diesel,Kielce,Świętokrzyskie,2014,10
infiniti,Infiniti Q30 1.5d,59500.0,159000,Schaltwagen,1461.0,Diesel,Szczecin,Zachodniopomorskie,2016,8
opel,Opel Insignia 2.0 CDTI Cosmo,18000.0,155000,Schaltwagen,1686.0,Diesel,Janów,Świętokrzyskie,2011,13
bmw,BMW Seria 5 525d Touring Sport-Aut,55900.0,263000,Automatik,2993.0,Diesel,Nowogród Bobrzański,Lubuskie,2011,13
hyundai,Hyundai Tucson,99000.0,55000,Schaltwagen,998.0,Benzin,Białe Błota,Kujawsko-pomorskie,2017,7
bmw,BMW Seria 1 118i M Sport,152150.0,10,Automatik,2993.0,Diesel,Częstochowa,Śląskie,2023,1
toyota,Toyota Corolla 1.8 Hybrid Comfort,79700.0,19000,Automatik,1497.0,Benzin,Łękawica,Małopolskie,2021,3
volvo,Volvo XC 40,164900.0,45000,Automatik,1969.0,Benzin,Warszawa,Mazowieckie,2020,4
honda,Honda Civic 1.8i-VTEC i-SHIFT Type S,29900.0,176923,Automatik,1998.0,Benzin+LPG,Kościerzyna,Pomorskie,2006,18
renault,Renault Captur ENERGY TCe 120 Elysee,53000.0,74800,Schaltwagen,898.0,Benzin,Strzelce Krajeńskie,Lubuskie,2019,5
citroen,Citroën C2,7500.0,296340,Automatik,1997.0,Benzin,Warszawa,Mazowieckie,2003,21
toyota,Toyota Corolla,140900.0,1,Automatik,1499.0,Diesel,Białystok,Podlaskie,2023,1
hyundai,Hyundai ix35,45500.0,230000,Schaltwagen,1248.0,Benzin+LPG,Nowe Łagiewniki,Łódzkie,2012,12
opel,Opel Mokka,52999.0,184000,Schaltwagen,1364.0,Benzin+LPG,Kościerzyna-Wybudowanie,Pomorskie,2016,8
peugeot,Peugeot 308,19000.0,269000,Schaltwagen,1560.0,Diesel,Wągrowiec,Wielkopolskie,2011,13
toyota,Toyota Corolla,113900.0,106891,Automatik,1986.0,hybrid,Bielany Wrocławskie,Dolnośląskie,2019,5
renault,Renault Megane,29000.0,232000,Schaltwagen,1598.0,Diesel,Piaseczno,Mazowieckie,2017,7
ford,Ford Mondeo,38700.0,240000,Schaltwagen,1560.0,Diesel,Czechy,Łódzkie,2013,11
volvo,Volvo V90 D4 Geartronic Momentum,84444.0,300000,Automatik,1969.0,Diesel,Żyrardów,Mazowieckie,2017,7
volkswagen,Volkswagen T-Roc 1.5 TSI ACT Advance DSG,108240.0,7000,Automatik,1498.0,Benzin,Bydgoszcz,Kujawsko-pomorskie,2022,2
opel,Opel Meriva 1.4 T Cosmo,33999.0,120000,Schaltwagen,1364.0,Benzin,Dziemionna,Kujawsko-pomorskie,2015,9
renault,Renault Clio,86800.0,123873,Schaltwagen,1461.0,Diesel,Świętochłowice,Śląskie,2020,4
bentley,Bentley Bentayga,840000.0,75000,Automatik,5950.0,Benzin,Poznań,Wielkopolskie,2019,5
ford,Ford Focus,14900.0,226400,Schaltwagen,1388.0,Benzin,Trzebinia,Małopolskie,2010,14
ford,Ford Mondeo Turnier 2.0 TDCi Titanium,33900.0,440000,Schaltwagen,1498.0,Diesel,Tczew,Pomorskie,2013,11
seat,Seat Leon,58799.0,125200,Schaltwagen,1395.0,Benzin,Łajski,Mazowieckie,2017,7
volvo,Volvo XC 60 D4 Drive-E Summum,71340.0,243000,Schaltwagen,1969.0,Diesel,Warszawa,Mazowieckie,2018,6
peugeot,Peugeot 206,6600.0,210500,Automatik,2946.0,Benzin+LPG,Kielce,Świętokrzyskie,2003,21
ford,Ford Mustang,7000.0,282000,Automatik,4011.0,Benzin,Warszawa,Mazowieckie,1999,25
ford,Ford Focus 1.6 TDCi Trend,24000.0,279614,Schaltwagen,1596.0,Benzin,Katowice,Śląskie,2014,10
bmw,BMW 5GT 535i Gran Turismo,36900.0,230000,Automatik,2979.0,Benzin,Pruszcz Gdański,Pomorskie,2010,14
peugeot,Peugeot 5008 1.5 BlueHDi Allure S&S,89800.0,79000,Schaltwagen,1499.0,Diesel,Lublin,Lubelskie,2019,5
volkswagen,Volkswagen Tiguan 2.0 TSI 4Mot Sport&Style,42900.0,186598,Schaltwagen,1390.0,Benzin,Cigacice,Lubuskie,2010,14
citroen,Citroën C4 Grand Picasso 2.0 HDi Exclusive MCP,16900.0,222588,Automatik,1598.0,Benzin,Białystok,Podlaskie,2009,15
volkswagen,Volkswagen Passat,149800.0,92000,Automatik,1598.0,Diesel,Sosnowiec,Śląskie,2015,9
saab,Saab 9-5,8900.0,249000,Automatik,2290.0,Benzin,Mysłowice,Śląskie,2006,18
renault,Renault Grand Scenic,37900.0,310000,Schaltwagen,1995.0,Diesel,Łask,Łódzkie,2014,10
jaguar,Jaguar S-Type 3.0 V6 High,9500.0,298600,Schaltwagen,1998.0,Diesel,Wrocław,Dolnośląskie,2004,20
opel,Opel Astra,49900.0,110000,Schaltwagen,1490.0,Benzin,Turów,Lubelskie,2017,7
ford,Ford Mondeo 2.0 EcoBlue Edition,66900.0,185120,Schaltwagen,1560.0,Diesel,Warszawa,Mazowieckie,2015,9
ford,Ford Fiesta,84999.0,135000,Schaltwagen,1498.0,Benzin,Jelenia Góra,Dolnośląskie,2015,9
audi,Audi Q5,154700.0,153000,Automatik,3993.0,Benzin,Bydgoszcz,Kujawsko-pomorskie,2017,7
opel,Opel Astra 1.6 CDTI DPF ecoFLEX Start/Stop Exklusiv,39900.0,103436,Schaltwagen,1364.0,Benzin+LPG,Pyskowice,Śląskie,2017,7
bmw,BMW Seria 3 320i Sport Line,49900.0,83400,Automatik,4395.0,Benzin,Ostrów Wielkopolski,Wielkopolskie,2018,6
ford,Ford Mustang 5.0 V8 GT Premium,93000.0,283150,Schaltwagen,1560.0,Diesel,Suwałki,Podlaskie,2013,11
kia,Kia XCeed 1.5 T-GDI L Business Line,127690.0,4094,Schaltwagen,998.0,Benzin,Łódź,Łódzkie,2022,2
citroen,Citroën C2 1.4 VTR Senso Drive,10999.0,178000,Automatik,1360.0,Benzin,Warszawa,Mazowieckie,2003,21
volkswagen,Volkswagen Golf,26500.0,151600,Schaltwagen,1968.0,Diesel,Nowa Wieś,Kujawsko-pomorskie,2009,15
daewoo,Daewoo Lanos 1.5 S,3500.0,54900,Schaltwagen,1498.0,Benzin,Grodzisk Wielkopolski,Wielkopolskie,1998,26
hyundai,Hyundai H-1,34990.0,288000,Schaltwagen,1991.0,Diesel,Ruda Śląska,Śląskie,2006,18
volkswagen,Volkswagen T-Roc 1.5 TSI Life,129900.0,3255,Schaltwagen,999.0,Benzin,Gdańsk,Pomorskie,2022,2
opel,Opel Crossland X 1.2 Start/Stop Edition,67900.0,20000,Schaltwagen,1199.0,Benzin,Słomniki,Małopolskie,2020,4
peugeot,Peugeot 308 200 THP GTi,21900.0,51400,Schaltwagen,1598.0,Benzin,Warszawa,Mazowieckie,2012,12
toyota,Toyota Auris 1.33 VVT-i Active,39900.0,213564,Schaltwagen,1998.0,Diesel,Stare Miasto,Wielkopolskie,2011,13
opel,Opel Astra 1.4 Turbo Cosmo,30900.0,148804,Schaltwagen,1686.0,Diesel,Strzelno,Kujawsko-pomorskie,2012,12
bmw,BMW Seria 7,89999.0,289000,Automatik,1995.0,Diesel,Legnica,Dolnośląskie,2013,11
opel,Opel Grandland X,82900.0,221000,Automatik,1956.0,Diesel,Janki,Mazowieckie,2017,7
volvo,Volvo S40 D2 DRIVe Business Pro Edition,26800.0,183129,Schaltwagen,1984.0,Diesel,Koło,Wielkopolskie,2011,13
volvo,Volvo XC 90,359900.0,1,Automatik,1969.0,hybrid,Rzeszów,Podkarpackie,2023,1
peugeot,Peugeot 308 SW (100) 98 VTi Access,18400.0,136400,Schaltwagen,1397.0,Benzin+LPG,Kobylanka,Zachodniopomorskie,2012,12
nissan,Nissan Qashqai 1.5 dCi Visia,24999.0,250000,Schaltwagen,1461.0,Diesel,Kalisz,Wielkopolskie,2008,16
peugeot,Peugeot 207 CC 120 VTi Roland Garros,13999.0,92000,Schaltwagen,998.0,Benzin,Gliwice,Śląskie,2009,15
toyota,Toyota GT86,79900.0,167905,Schaltwagen,1798.0,Benzin,Chojnice,Pomorskie,2010,14
toyota,Toyota Corolla,97900.0,93917,Schaltwagen,1598.0,Benzin+LPG,Włocławek,Kujawsko-pomorskie,2020,4
land-rover,Land Rover Range Rover Sport S 3.0 TD V6 SE,169500.0,5000,Automatik,2000.0,Diesel,Warszawa,Mazowieckie,2019,5
mercedes-benz,Mercedes-Benz CLC,21000.0,311000,Automatik,2143.0,Diesel,Hornówek,Mazowieckie,2012,12
mitsubishi,Mitsubishi Outlander 2.4 Instyle NAVI EU5 CVT,30888.0,169340,Automatik,1998.0,Benzin,Zwoleń,Mazowieckie,2008,16
ford,Ford Focus 1.0 EcoBoost Titanium X,115500.0,36207,Schaltwagen,1998.0,Diesel,Opatówek,Wielkopolskie,2020,4
renault,Renault Megane 1.3 TCe FAP Techno EDC,124500.0,30787,Automatik,1995.0,Diesel,Warszawa,Mazowieckie,2020,4
renault,Renault Clio 1.5 dCi Energy Business,23900.0,158627,Schaltwagen,1461.0,Diesel,Białystok,Podlaskie,2012,12
hyundai,Hyundai I30 1.6 GDI Classic +,28000.0,193000,Schaltwagen,1685.0,Diesel,Kraśnik,Lubelskie,2012,12
bmw,BMW Seria 3,99900.0,73600,Automatik,1998.0,Benzin,Piaseczno,Mazowieckie,2017,7
honda,Honda Civic 1.4i,1500.0,215000,Schaltwagen,1997.0,Benzin,Radom,Mazowieckie,1997,27
honda,Honda Accord,19900.0,263600,Schaltwagen,1799.0,Benzin,Piła,Wielkopolskie,2007,17
hyundai,Hyundai i20 1.0 T-GDi N Line,88200.0,5,Schaltwagen,999.0,Benzin,Białystok,Podlaskie,2023,1
hyundai,Hyundai i40,39900.0,231100,Schaltwagen,1995.0,Diesel,Strzelin,Dolnośląskie,2014,10
peugeot,Peugeot 206,3500.0,220000,Schaltwagen,1360.0,Benzin,Warszawa,Mazowieckie,1998,26
mercedes-benz,Mercedes-Benz Klasa E 220 d 9G-TRONIC,115000.0,126391,Automatik,1950.0,Diesel,Olsztyn,Warmińsko-mazurskie,2017,7
hyundai,Hyundai ix35 1.6 GDI Classic 2WD,29800.0,208000,Schaltwagen,1685.0,Diesel,Zelów,Łódzkie,2011,13
